0,0,0,0,0,0,0,0,0,0,0,28,23,0,7,48,284,20,18
410,0,0,59,0,0,0,0,0,0,0,30,60,23,12,96,390,20,43
410,0,0,59,0,0,0,0,0,0,0,40,65,37,12,99,392,21,44
410,0,0,59,0,0,0,0,0,0,0,63,79,73,19,100,396,23,44
410,0,0,59,2,0,0,0,0,0,0,63,79,73,19,111,475,23,44
412,5,0,59,2,0,0,0,0,0,0,63,79,73,19,111,475,23,44
413,11,0,59,2,0,0,0,0,0,7,75,79,73,20,114,487,23,47
560,11,0,59,2,0,0,0,0,0,21,75,79,73,20,114,497,31,56
560,11,0,59,5,0,0,0,0,0,21,76,80,76,59,114,497,31,60
567,11,9,59,5,0,0,0,0,0,21,92,81,86,59,114,497,31,96
567,11,9,59,5,0,0,0,0,35,80,131,297,88,59,114,497,31,96
567,11,9,59,5,0,0,0,0,35,80,143,298,88,59,115,498,35,96
567,11,9,59,5,0,0,0,0,35,106,154,312,89,59,115,498,35,96
567,11,9,59,5,0,0,0,0,37,106,154,312,89,59,115,498,35,96
567,11,9,59,5,0,0,0,0,37,146,208,407,228,89,125,529,38,104
567,11,9,59,5,0,0,0,0,56,146,208,430,228,89,171,547,38,104
567,12,9,59,5,0,0,0,0,56,146,267,693,345,105,172,564,39,106
567,12,9,59,5,0,0,0,0,56,146,277,928,474,225,172,635,40,116
567,12,9,59,5,0,0,0,0,56,146,289,928,474,238,177,647,187,235
567,12,9,59,5,0,0,0,0,56,146,289,928,483,238,182,656,188,235
567,12,9,59,5,0,0,0,0,56,165,326,1041,485,238,183,657,188,235
567,12,9,59,5,0,0,0,0,56,165,326,1041,485,265,250,825,190,235
567,12,9,59,5,0,0,0,0,130,175,328,1048,485,265,250,825,190,235
567,12,9,59,5,0,0,0,0,130,175,328,1109,498,267,252,826,194,235
585,12,10,60,101,0,0,0,0,130,175,328,1109,515,314,277,862,194,236
586,12,10,60,101,0,0,0,0,130,175,328,1126,533,314,294,956,195,239
586,12,10,60,101,0,0,0,0,138,176,328,1149,606,333,298,1033,210,239
594,16,14,60,116,0,3,0,0,14,446,404,585,1410,710,361,310,1068,223
594,16,14,60,116,0,3,0,0,14,446,404,585,1486,803,446,452,1332,259
595,16,14,60,116,0,3,0,0,14,446,404,585,1489,803,446,452,1348,261
595,16,14,60,116,0,3,0,0,14,446,404,585,1502,804,450,453,1350,261
595,16,14,60,116,0,3,0,0,14,446,404,586,1502,804,450,453,1350,263
595,16,14,60,116,0,3,0,0,14,446,404,589,1651,805,450,453,1360,263
595,16,14,60,116,0,3,0,0,14,446,404,589,1651,805,450,453,1360,263
595,16,16,60,116,0,3,0,0,14,446,404,652,1710,808,450,454,1360,263
1118,16,16,60,120,0,3,0,0,14,446,404,653,1710,808,450,454,1373,263
1118,16,16,60,120,0,3,0,0,14,448,451,703,2038,819,450,455,1373,263
1118,16,16,60,120,0,3,0,0,14,469,476,757,2195,1035,694,465,1380,267
1118,16,16,60,120,0,3,0,0,14,469,476,757,2195,1035,694,465,1380,267
1119,27,16,60,120,0,3,0,0,14,469,476,792,2230,1036,694,466,1383,267
1131,27,16,60,121,0,3,0,0,14,469,476,816,2248,1044,695,466,1383,267
1131,27,18,60,121,0,3,0,0,14,469,476,816,2248,1044,695,466,1383,267
1131,27,18,60,121,0,3,0,0,14,469,476,1021,2606,1046,697,469,1384,268
1131,27,18,60,121,0,3,0,0,14,469,476,1021,2606,1046,697,617,1561,308
1131,27,18,60,121,0,3,0,0,14,469,476,1046,2610,1046,697,617,1561,308
1131,27,18,60,121,0,3,0,0,14,469,476,1046,2613,1046,697,697,1893,308
1131,27,18,60,121,0,3,0,0,14,541,479,1046,2616,1046,697,697,1957,308
1131,27,133,236,261,0,3,0,0,14,541,479,1048,2616,1046,697,697,1957,320
1131,27,133,236,261,0,3,0,0,14,541,479,1049,2616,1046,697,699,1957,320
1131,27,133,236,261,0,3,0,0,14,541,487,1076,2626,1046,697,699,1957,320
1131,27,133,239,261,0,3,0,0,14,541,528,1082,2626,1046,697,699,1957,320
1132,27,133,239,261,0,3,0,0,14,541,528,1085,2640,1056,710,699,1963,320
1136,27,133,239,261,0,3,0,0,14,541,528,1098,2722,1165,712,725,1966,321
1136,27,133,239,261,0,3,0,0,14,541,528,1098,2739,1166,713,725,1967,323
1137,27,133,239,261,0,3,0,0,14,541,528,1098,2756,1188,775,751,1989,323
1137,27,133,278,278,0,3,0,0,14,541,528,1098,2756,1209,775,756,1994,323
1138,27,133,278,278,0,3,0,0,14,541,528,1147,2757,1223,791,756,2000,325
1138,27,133,278,278,0,3,0,0,14,541,528,1147,2757,1253,814,756,2000,325
1138,27,133,278,278,0,3,0,0,14,541,528,1317,2893,1295,814,756,2000,325
1138,27,133,278,278,0,3,0,0,14,541,528,1321,2893,1295,814,812,2219,325
1144,27,133,278,281,0,3,0,0,14,541,528,1338,2899,1295,814,812,2249,377
1144,27,133,278,281,0,3,0,0,14,541,528,1338,3172,1311,819,812,2251,377
1144,27,133,278,281,0,3,0,0,14,541,528,1544,4260,1811,819,812,2251,377
1144,27,133,278,281,0,3,0,0,14,541,562,1608,4263,1812,819,812,2251,377
1375,28,133,278,288,0,3,0,0,14,541,562,1657,4449,1916,862,822,2286,404
1381,32,133,278,291,0,3,0,0,14,541,562,1661,4449,1916,862,845,2382,422
1381,32,133,278,291,0,3,0,0,14,582,563,1693,4449,1916,862,845,2382,422
1381,32,133,278,291,0,3,0,0,14,582,563,1703,4592,1926,996,845,2382,422
